Fecha,Categoría,Título,Enlace Fuente
2026-04-09 07:26,EXTRANJERIA,"La Justicia expulsa de España a un hombre que llevaba una década residiendo en el país: alegó arraigo familiar, pero tuvo antecedentes por malos tratos",https://news.google.com/rss/articles/CBMinAJBVV95cUxOa0JBYzhFeV95Z3lJb1B0QTZKUl9KcjQwVUotQUZrTUpHNmgtT2x5NXJ4OHJYZ3I1bDhzWWFZV3Y3eUYzc3NrT29UN1czSExuWUVuT1lucTczdDFtMDlMNUZiS2dlUUk5cWFsY1p6Mlo3ZFpQYUU5RTBZZEFFM05kLUlfTXVSLXZwLXZrQmZZMWlBbE5WSjRDRndIT29yNWdYOHRjTVNhU2g0THptQUFZUVlNRTJnU2hNWlZvX2NyZkQ1SjBZRDdSdlVuM0ZEdnJxT1A1aXRlbWljMmdVU0NTYUhJeG1vZjM3V19oaVFoNTdhVGY2RUNBc1EwcXI2U1E3UEF1NnpWenJPSVB3TFdVNWJlc3JEVG5jNFlHRdIBtwJBVV95cUxNb3FpTWtuTlZYWjBpZTQ3dm44WXYzZXZSbEJ1a01UNGRIbHlhenEyLTJHWWFsT2dYeWpSeVVGWFBWbmx1Uk9tX1o1S1NleWhIWXNqRGhVdmtPdXlka3N6eXFrN1Q1Sm9Yem92N2xtTnZHZ0twdjlMY0F2SHBSZFRzWjZnSS04TnFObjd2X0pVUHlMZ29BaHdCT2hqdTVyNXFzZmdGOEswMUpHZkp2OElRMi1qU1dZc0dOVVRPUFBVemI3SHp2Y0ptU0t0d0MxV25EVlR4bVUzelRoMTEzZEQtb2t3YUZhMldKN0JWd3hTVHRtbERUMUlpSkpSRktXY3ZOM0xoazNRdmlIeGxwaXFVSFhFUWN4SzBVRU9GWEpKX2xhWFV3Tm15U3RRNmVzanVmS1FaUkxBSQ?oc=5
2026-04-09 08:57,EXTRANJERIA,Oficial | España elimina este trámite desde junio y cambia el ingreso al país: qué pasa con el pasaporte extranjero,https://news.google.com/rss/articles/CBMi8AFBVV95cUxNMnR5UzZyclFZcERfUExrZU15U2hjbnVUUDZhcDhGLXEyLXR2bE1jNHJ3M2ZsbFEwdnRaajR2U0J3dXN1TnVHVUhSeXNCY3JITUtqajdCQ3RmY204VE11VnFMSDhCWm5jc2ZlSDR0UGdmNURvQmNYejF1b0JkVVJSckhycTRmd3kxbEFWZXBFaEYtZ1R0UllrVkQtcDh5VFFnb3VLS2t1dG1HcnNuazNFZG9NOWczd09UQ2RDelVQSWVZWU9iemJiaDBubl9UMG00bGRvN2o5Y2U1aU5oa3pxWW4zV3pfcmMwMV9feGctUmPSAYsCQVVfeXFMTUNDeXZpQ2xHQ3BBY09FOFVDMHVfMkNoSFhZV0ctUGI3RmVxRk82SnNSaF9kNERDWUJzMXpzWW9aNVFmTE0yYmxvV1dkT2dQRUp4YTBPUzNLWWkyMmFYSWhjVVAxa0NuSXlvcjY4Z1pORElrWjlqVUc3VU9oVm1JUUR3QnR1bUp4Vi1YbUNUMF9rbnBHdllVOWIyMFNsWkNRNFhzOXEwdGZhMVl2LVk4ZzNRckwteDhxWFhHZjJDTnBIdzE1SXp0NWV3bUMxSVI5cjhhRWU2MW9vX19Va2tYakV4NE5MTXBkT0w2dDgxaXBWMTBBODluTHZoMEFzMDlEVGdCelo1V0J5Qm9n?oc=5
2026-04-10 07:45,FAMILIA,Japón aprueba la custodia compartida: entre la reparación histórica y el miedo de las madres,https://news.google.com/rss/articles/CBMi0AFBVV95cUxNZVc3UWFlREUzVFA2NThRYk9MYjR4a0NvYWJzM0RqOVRrUE55anYyTG1QcngtejZjM2dadW9UTjY5cThpN05LY3dDcXlhay1VOEZCbFpsY1czaXdBNDZlcDFEOFJDbXhuRVBxeFJ1R2RGbUQ5TWg5M0djOU44ZWFmcU1kUVdockJaQ0hCVmphME53RURoWmQzbGpmRHVJRjdZUkU3TGFIaFVwLVpKY3hfc2U2SW9vTWhUMzF2OUtrRnQ0TTNINVI5QWktMVpqTzBV0gHkAUFVX3lxTE9faTJWTUk0YmFkMS1FUUtrWWVWRTZkeU90a3FhdzVmNTNrN05hZ1pqQTJGQ1VlMTgwOTNsN2JocnQyRkNaaGN5cFg4ckJxc0dGSVo2ZEVRNEZxT2xUc3o2c0JnSXctVHFjVm52eUxDYUdvb2RjNzlfSjI0NE1sMmJjRnVUeFQ0Vm1PcjZQM1NxNUZzaWFsanRnQ0kwWEdXZ2R0aGRRdFU4REhLMEZpTXFvQndHdTlQTk5GQmQwWTNGODdiU3lIRlFBUy11bEMyblM5X2FLSndYV29aRjBZa1hDbld0cw?oc=5
2026-04-10 07:45,MERCANTIL,La comercial de cosmética Suotal quiebra con un agujero de cinco millones,https://news.google.com/rss/articles/CBMi3gFBVV95cUxPeGVCQTh4V1VXX1lPLXBlQ1VPdExNMXZSSV9pZXFTbDNQOGgzbm9zYk5kblFnektEZVYtU0QxbVBmNnFHZGZWTzY2RzljUTBlU0RfY3FLbzVIUFJCX2YzbktJQUVKaFBrM1lwZUxvbTBqdGdCQU9QQzE5UTRmUFVBaFRpVDFsa1NBbHhDalZzdHhub0pLX0hLVnA0WDV0eW9EblpzV3VxSWVDTklZak5LeWdqcGlhUUhxNlp6dlJsZEVxcUgwU1VwQTNxc0twSFAyVnVwRDJhSEdvU1pFeUHSAd4BQVVfeXFMT3hlQkE4eFdVV19ZTy1wZUNVT3RMTTF2UklfaWVxU2wzUDhoM25vc2JOZG5RZ3pLRGVWLVNEMW1QZjZxR2RmVk82Nkc5Y1EwZVNEX2NxS281SFBSQl9mM25LSUFFSmhQazNZcGVMb20wanRnQkFPUEMxOVE0ZlBVQWhUaVQxbGtTQWx4Q2pWc3R4bm9KS19IS1ZwNFg1dHlvRG5ac1d1cUllQ05JWWpOS3lnanBpYVFIcTZaenZSbGRFcXFIMFNVcEEzcXNLcEhQMlZ1cEQyYUhHb1NaRXlB?oc=5
2026-04-10 07:45,EXTRANJERIA,El Gobierno aprobará la regularización de migrantes el próximo martes,https://news.google.com/rss/articles/CBMiowFBVV95cUxPSDhyN3NJbm9HUUVEZW5KcmtlbHB5dGtWbmpqbUhuVlNYOTZYMU1vZ0VkXzVLNWtSVllNa0dRQ1NidGNlOVpyenF3QzhiUkRGelk4ckNtN2lVWVNKazhwZVppX2tUSFpSRkdKOW0xaVU3VGx5NVlZMHpnenR5OE96bXdLckNTVTJCZVJZbGpNdGJIME1neDlBX0RwbVg0MktpT21B0gGoAUFVX3lxTE5aMjk5cjdheVc2ejB3eUFsdEVFWm0xZFVGLU1faS1xVG8zWjFUWWo1V2x0cVVaTm4zZVZlQkt6a2JsSVVTNVl2QV9SMDhPN2xLcDFKaXJ2VmVYU3FCMFFEbmg2OW1HQkt6dmdFeF9KY3hIZ2Myb3UxVTNILUNyRVFvMl9GU09CdDFudk1UWGhobUU4ZU1aa1FOaGJvQ0RJdDdsUUVkaS12Mg?oc=5
2026-04-10 08:57,MERCANTIL,La metalúrgica viguesa Europrecis pide el concurso voluntario: el juzgado da un mes a los acreedores para comunicar sus créditos,https://news.google.com/rss/articles/CBMisAFBVV95cUxNSW44MEY4UFNnYkd1TUxqUktEWmQwcC1fOGhMNHRQM0E0QkdYUHd6V2JVU2JpTXVUbHlNbFhCQlQ1N19sMV9NelpXRGYzakpkT2g4SnhtMHdLUll0Z3JZeW1GYTJLdmxIQUI1SmdpRFpXTFR6bFBWRmJvRmxWTXZRUXNKMG5JMV96UGdka1hkS1RrMFBRZHZ1Xy1BZUtkeEc2YU5FTEhqZW9Xc01XdENEadIBtgFBVV95cUxNTlBxMnNoYU50QkxybzdzbmN3WmlWQ0c0aGNYczU5NVFSMFBYX2VKeHEzaHBHdFhISHFPV1lNVHdyanoxMFJLNjZXbW5nd3lvTnlNTTJNUzBLNVA5ajRmUUpuLV9BTzRHTUpuYlNGVG1iUHBpTnd3aWtjcFVxVXdRRF9XMEQwYkhzWmE3MkIyaVgtdkFSeWF5WVRBU0VTbUVvRXUwUUc0ZWpYNzU5UFlHNFlKbHpYUQ?oc=5
2026-04-10 08:57,EXTRANJERIA,El Gobierno prevé aprobar la regularización masiva de inmigrantes el próximo martes,https://news.google.com/rss/articles/CBMi1gFBVV95cUxOWDhiRnZ5T01EM2N4Z1pwMTcxaDFQN2JSRVJoQjJyNVFDNm9yZ2lNRXR0MTluMHlHRVRTZTVrdEVOUjZ5eG1tMFZ5cWJGXzB1ZmlzSDZwS2ZpNU9wcmtnRnFwTjJSVVo2WVlTaXBpNWlFZ1BBXy1wTWxiY2NUcEtXTGxqRWZuQnpOQUtkZklSYWt3LVNpaXRfNVlnUlhINkZ2NTkzc0p5MXlyelZ0TGdFNG1OQVNWLUtBeGFoR1NLVzBTZVlNZU1Ta2EyUFpBNWJsTUNnT1JB0gHqAUFVX3lxTE9BcHc0Y2FqLVc2VE1GcS1LVGVBOEJIQXFJaFo4QnV1ZDNuNUZzR1dweURtVHA5bkVzTVdNSnBmU1pRN1p4SlhLV2FpRG9jVWhuR0lQa3VEYTNjZzI2Q3lnRm52bVZQSi1mNklmQ2lyNS1VX3VEVFlfbWtvZEZfeFdFcHl0NzR1d0FlQjJoVVgzUGVFZnNnNk9uZ3NFYzdJb2NNb0gyVi1pc0pvTW5UaEQzMkhJVVJPNnA3ODJwN3ptcjJnVzkzY0xxRkpWRTJ2NXk0dUoxYVc2djFoeHpYdzk1Q1dkOHdxU2Eydw?oc=5
2026-04-11 07:03,FAMILIA,Un padre separado pide la custodia compartida de sus hijos y un reparto equitativo de los gastos y la Justicia le da la razón: los menores pasarán una semana con cada progenitor,https://news.google.com/rss/articles/CBMiwAJBVV95cUxOSGFYNzNFV0k5TFd1ZmlMUXViaThFay1DYkx5UXc0OWRvZTJGVDA2bHFUQjdlNUhzTVpTWXhrdlhDbXBXZk5WdnhXd0l3MFpQRGVLZzhWdlRhZWl2NzVHZFdYSUJidmNvcXpqcDFDQTNla3NkUFh6VFdCd2dPTmd5RXozUEdsektKNVh0S2gtUk41ZnRTeWI4VzNsejN6RjVnZVFpdVd3SXE1T3dYbG5tTGNtbUt3bTFtQmJvUHNYV1ZKNk9Ba3YtV3pURGJtWW13dXdQdWptWHpVQUpMNnFyUXpsZUNTMml4U0NiNHFCaGxhT0hUdmlNUlh0ekxuMnVLQm56al94eWxULUFnSEhqd2E5akFPcERYQlZwX1NGZWQ2Y1EyUzBtcUtNLXNPV1ZLdWY5akhBX0NCS2JFY0U0M9IB2wJBVV95cUxQNWgzLXpRRFVjSTNKdXJpT1pWWlZfYXlkMXBqalVqSk1TNHh4dlUtSEVOQWV2X0FoS0FaOXJhY2VfZ29DbzVIdHItQlh5Sk5SUnRrTjlOTG1oVjd3SXJJX0JqUHVJLWR1VmNDNldDdDNLd0hKOUU5RWtQdE1od1FaNWtZaGZ0TEM3eDN6aEtvWUVEbFMyTTZrclp0dER3V2pCYVJrLTBpME4wU2JuSFUyNDFTUXRsa3BvMVhHekp3TDRVUzN4NXU0LVBCelBqa0Y1VGc5Q3BweHhqejRIOHRQQ29ZSjZkNkIxOTlMb2pmbHhJY2ViaHh5Ykh2QjhmTGxJUi1WWWp2TEdHZGkwNzM4elJYSUYxeHVyZmNaV2JUVWg1Z1BkYkVkS2dzQkRUeUJnX2x1T0Y0M2JPZS1MWWJZdVZwQUVwYmthRGI0NlA1Z1ZJaTFRdVBuaWJyZw?oc=5
2026-04-11 07:03,PENAL,La Fiscalía presenta un recurso de amparo ante el Constitucional contra la condena al ex fiscal general,https://news.google.com/rss/articles/CBMirwFBVV95cUxPRTZsa0RfN3lXM1pNZ1Rfb3BWZFpHTkpJYzl2TDZRLWI4YjNvYnlVMEo2QXV1NFFyeWc2SnRSenJVOElXbkdnOER4WWxtTF9wRjBiUXJ1Y0N4QU5wWWZLcEtON0ttWEFETFNjLTY0ZENnakE2M01zY19kN2FGMnk3a3RKaXFhamNIZkxRdjhTclFBSDNYMlR6Mkp0SGJjbm9PbnNLSFppdDhoSTFzUkxJ0gGvAUFVX3lxTE9FNmxrRF83eVczWk1nVF9vcFZkWkdOSkljOXZMNlEtYjhiM29ieVUwSjZBdXU0UXJ5ZzZKdFJ6clU4SVduR2c4RHhZbG1MX3BGMGJRcnVjQ3hBTnBZZktwS043S21YQURMU2MtNjRkQ2dqQTYzTXNjX2Q3YUYyeTdrdEppcWFqY0hmTFF2OFNyUUFIM1gyVHoySnRIYmNub09uc0tIWml0OGhJMXNSTEk?oc=5
2026-04-11 07:03,MERCANTIL,La alcoyana Tutto Piccolo de moda infantil solicita concurso de acreedores tras finalizar el ERTE,https://news.google.com/rss/articles/CBMi4wFBVV95cUxQSXlMUVZHTmt0UTEtVEZoS3EzNmhja1dIY3ZvdFg1WmhBZVZ5b3dESTVSYlJtWFgzQXFRSHBtbmhZN24xaVp4UjNISEN2Q3Y0VDhhc2NTOGhWVHdNNktwMzNRMGhocnBBanNNU3R0NElaUWNiVktyX0pCMTZ0WGJiY1p2X21tcU4zZWpRNjNBY3NZU0dQaWRublRQZ0NQVXhlaWE0MlpaX0I2S05ybF80aF83UDN1ZjNrWG5CTVZnZFhXMm1Bd3IzandCcTB0UXdJekNZZU9xTmZZbTdDUnZUTHVzaw?oc=5
2026-04-11 07:03,EXTRANJERIA,El Gobierno acelera para aprobar este martes la regularización de inmigrantes,https://news.google.com/rss/articles/CBMi9gFBVV95cUxOb1ZQZ3RTRE52OXFNRmhZOHRCVUxLalhGeXVOTmRoOFpSOERSOXZ1ekdyYTZXRTVTZ3loazBlLV8tMGJfT3dyZGpXYlFrN3JxQ2JiNnlVYm5TclhrMWRHVVdkRWI1TzNlam1tZWtwc1JOVXRYSWhmM285bWJvNEdocVdCbFg4dGJHVkJJSkU4N1VDZnQ2cHh1WXJST0pTQmVRZFRlUW1jOGppUGN4Ym8tVmFHdlZ1VGFpRW1UV0dwMWc1OGpjWlprQ09SSkdzTWpTRHdHZUhGaWhrcG1ZOXpZTk0yOUVMZDBoNWo4QkFFbElDN1ZBY2fSAYoCQVVfeXFMT2lDUlB0T1VrNjZNTzdPbXZaRzJ1SGt5WVlYS1FlUGFTclNJb3J3ckpPQkdqYXpabDZPa3p6UUNhakYyc2pSTW1HSmZ1ZkdxeFkwTkdOdUlfWmlVTmpIY29aTTdSY1FDblpKdkxkZVAwRU8zT3JQb1hlRVJJOHg1N1pJOEd2QnQzS0hoWEZJYlRaNDl4cWh2cm9rZVhfd1FQaVFpT2IzZS1DTDRIRmxMVVdWcWM1MGMtakFiVHFOcWJZaFRTQ2pWNVJKMlNLT2ZjTU50NlF0NG5wTy1XSG1zajlyMFVlLXp5OEtzbVROQ2JsNG1xSk5hQ1k1WGNDUS1sLUtVbWU5MmJESUE?oc=5
2026-04-11 08:28,PENAL,Tribunal colegiado confirma amparo para Artículo 19 contra ley de ciberasedio,https://news.google.com/rss/articles/CBMi6AJBVV95cUxPVDZkaEN3a04wM3JETGpQaENEa2ItLUs3Nm1SNHhYdmdENUE2akxHTjJoUF9FcjN4VXRQZGh3blFEcF9DeXp4V3dqQmZxYlZrSU9NVDd2WGZzZWFNQTZYdERsY0RpS1NNMEc0NTJEdzhVeE5rTTFTZ1BRSlJ5UmR3dnlFSkxHbnZRa2NoYm1LS0NwMlgzdXRFY2htMGNDTnpIRFVFVkYxSk82NXFMRnlvQVlkMDVoV0dTbUxPLTFTNldpeF9MdkRFaWVwUmUwZXFmdF9IWWdCZXlxUW9HTlEwb1JpZ0sxeWFyZWpPWFlyOWE4ZVduZ3ZPVjZSREJvMFotNG00cFQ1QUpKX09WMUhSNVh0Qmp0SDd6UjR1MUZiZkd4UjdicjFkTThKVEVjZjFIcVZCVEVrMnN4aVpZaWI4VGVQd3Q2Vzl1dXg3d2tiMFdSakR0dXVPQ3lGVkJZTUxBRUlhYnVGTlE?oc=5
2026-04-11 08:28,MERCANTIL,La empresa viguesa Europrecis solicita concurso de acreedores con una deuda de 6 millones,https://news.google.com/rss/articles/CBMipgFBVV95cUxNS01wV2JEZ1FVTWtSb1lNRnNFRklNV1dzTC1RT3FrLVpickhNc1paTGtvanM0RzFFZE9wLVdQOXBZVkZRTmlvNlZXQ3VDczJYUzRiR184V3VhX1hoOWUzcWZSRVU0UVN3cGtDWXA4U2FiaVNCbzQwMWRjNENCRjVNUi1ndlhYMllaUEtYc3U5Vy1HVzFuVjVyMzlpMTItZE9DV2dlT0tR?oc=5
2026-04-11 08:28,EXTRANJERIA,La regularización de migrantes entra en su recta final tras el dictamen del Consejo de Estado: falta la aprobación en el Consejo de Ministros y en el BOE,https://news.google.com/rss/articles/CBMioAJBVV95cUxONkRqTnZoSGFISEVJd3YwUlliT0Fwa2pXRnA5Z19LTGtEZnkwX29oWHF2ZkdsYVlicmt3cUNvRVc1LTBObGdURlR6VXNxSHkybjJxQzlLRm1KNVJFT0ktZDg3TG9NSUFISHlOeXFmcGdzYzJwYl9jd2pESmVjYzdHSXBZVktZZHBkVlNJYWpxV2pzWk5CdkxPZUE5YjdsM01TeVdOYnVYMEFfTzRYSlZ2VEplb1ZYeTRjRFk4Sk9oUGR6N2pGU2FfZEd3VmNFaFRkNGlVRUxkMmdsUmwxTFhsNzF6UUJ4OUNGVkV2WnNvMG9iQmFJWmJUaE8wNXhTanZoeVFUMnRDX3ZfcGJwQy1PbXF4U1JNcHNwNE5wMmlzRTbSAbsCQVVfeXFMTWtkSkxhZVRpWGVudG9uaVppdjhJZHB5NDZ3NUNmTXNGS3d2VjZyNURyckZTRTBjNDEtUDZ3UWZzbHhrSTQ5Y1NuUndhSXJBVEpXMkR3VlZvZXR6UEJwUzZMUF9RSlk5QUdvTFUyby1NYnFQWHAtRmtxNE1GNTdvVlFMZjN6SThIcnRfQW1CamFtNTRDeHZFNXRXZEw3YUxOLUlSN0VYTmNVUFZuajRmT0lwblhoNUxOU1F1eEdwUEIzaVpLdm1hOWlpMnBsbi1nWERqd29HTGJhVC1BcGdxS1B6TUtsQjV3UFNURzdLTnRiMndlU3lNUGZYcEM5aGF4aTZQVlhhRHEwcU9sQmY3c1BxMVdXQVBUMFJGOS1zcDhMa25CVFdyVE1melh1WEJRaE85djZ4el9RS1hJ?oc=5
2026-04-12 07:17,FAMILIA,TEDH condena a República Checa por validar traslado unilateral de menores en juicio de custodia,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPenBFZDdfajRocTl0T2FXX0J0eXcwaGlWR0hQQUM4bklJV3RiZFdnTVJScG9rZkF1Y0dWZzd4MG5RdGFVTWhtcUxOQzNiaEdXOEozME8xUERpYk80Y0xsbUgyRDZpWE1lMVFqSUMyOFQzc1JRUHkxZ2lzcHUyVERYNjNWcnNWSjZIdWkxWm1LWVU5bXR1RmJLLXdCckhNQjJGcmZ5MmY5cHU1Y08tOEdwdmhUVlBFZkNtQURXYzd3OXNKSVNLc2tITVFyXzZidmFEV1JNS0cyVjdsMDQ?oc=5
2026-04-12 07:17,MERCANTIL,Liwe Española ya tiene administrador concursal y confía en CaixaBank para salvarse,https://news.google.com/rss/articles/CBMivAFBVV95cUxNYzdxQVQtWkdJMzd4cnZCdVZ0aWl0N0EzU2xpSjdXQU5sOTJlQlFLdXBXR0dMZGNsLXhoSzNoTGlTWFl2eDY2aktSMTVEc0JWNWRRZnZ5bEJuLUlyQ1hzdExJSG0tZ3JtZE56RERXY0ZPUk1mX0pOR3RGQnp3UHJFWllaRGZpOTdZOHJkdTVTSjY4WXkxamlNeTl2Vk1teGk4Umt2YTd6N3c4bVYweUl2NFJBM0wzQ3oyQWVsZQ?oc=5
2026-04-12 07:17,EXTRANJERIA,Regularización de migrantes: principales objeciones del Consejo de Estado,https://news.google.com/rss/articles/CBMitAFBVV95cUxPUk1HampyV0ZPV3BuVXNEQTNxamlPMzNBTGNTUWJ4c3psNWxPSDBWTDM5N0pYb1pYd1Vqb3JmY1NqczVzTVM3OGRwQmxHcThMNS03cDl2STZpdnhMZXdseG0tdmtLWkljdlgzWnJDVEJYTktzcnNpNzZTanVMSFlHRU44VmE2azVIV2lHSGdzMERmREZZWHlWaTFzTEE3blZ0S0tzZmd0ZHotQkthNzJGT0RQTUTSAcgBQVVfeXFMTW5nUGRZa2JCZ3ozYVIxNnFsbTdta016eUYyRGlRZkt0NktLQ084LVJEb00tQnp4UkVMOGcyRzc2S0YxV2lWNy1zRk5ubEpwS0N2SVJxMGRmUmlka2VOSXVfTHNJcHVWRlVLYjZvQ2JoaXFUMW4wdFNfaDd4QmRkeGYydUIwTG1ubElNVUNoOGJmeUFNSW5pYXg3U0RIRTg5SGlQWHR5VEVwSXpwQ3FHMGgyUjBnNVFXczNoQ05lSjlZbkRRSktRTWg?oc=5
2026-04-12 08:34,PENAL,Corte de Santiago dio a conocer sentencia íntegra de fallo que rechazó desafuero de gobernador regional metropolitano,https://news.google.com/rss/articles/CBMi5wFBVV95cUxPcWNOaXNBSkQ0SEhzeTJxSmV4RFl2bmsxQXdLa1QzcjJvYzdxLWpvZ0RiOVJCX24xQ29KUktwWGpTeU9kM05oMkE4Y245dUhSXzVQbS00LXd0US1SSEhHNFhHQ1BQZjU5Rkdfc1I5aEVicHZ0MFZYeWpfTERiOEFRWjhiaFFubTJCMmxNM1BkU0VHR05faU9nSzZyd2JKcm52OEVDSVlLLTNzdWZZLWxIN1E4ZlJuUkh3dFF4bjdZN282THdGX01HNG1ndWpQdjdKcFlydng2QkFTQTNYcGM4aTMyV01WV1k?oc=5
2026-04-12 08:34,EXTRANJERIA,El Gobierno acometerá la legalización de inmigrantes «lo antes posible»,https://news.google.com/rss/articles/CBMirAFBVV95cUxOMkhqeHJLTHZIcUxWT1NkZUNoWU9uTEFSTE83Q1ExR0h5NGRERmY4bVdLLUdQWVF1Z2owWjhMbnB5VHdoelc0cWhSUWxYWFVscWRoZzhqWWlyUVkxa1VVMmI0NEpqUmRJLVdGNEN2WWRMUTlBVmpNRUdnbWxBYmplODRTa2FNc2lWWFEtcnlNLWlpT0ZvaVY3VDNXNkh1VHNGOXRsbmtnaF91M2VB0gGyAUFVX3lxTE5Ea1lMdUM1WFpuNnZWdnBNeXNyRGJ5ZFJaXy14cEVEYllraEJwWndBTURjYjFOLWQ3d1NrRlVJcWJWTnNvbW1vMWY1UmYyU0drRHlQUG1pT0s4MTJURkFUdTQ3VTVfWjRiSDBZWTFLN3NlTnpZaVYzVVZBMHFCQWdldmw1amxtb3dPTlJrQkZjcVBqQTNiTW9sM1JQUE12TmtVSDZ1OWZMQ2lwYlB4ZTBIYXc?oc=5
2026-04-13 08:08,MERCANTIL,Un juzgado decreta la quiebra necesaria de Compañía General de Ferrocarriles Turísticos,https://news.google.com/rss/articles/CBMi8wFBVV95cUxNbVN0VFpGVWVJcVV0dHhpQzdQRV85WV9mU1pkaEpOejBZT0otSTFiV2dLQnN5N3A5UWNEb1o4YUV2Qjc5LVNqSkw1bkRyS2xXcG9tX3k4T3NvZWpLeG5CNmJrMFVHT1U4ZjlFb2lmbmszYjloYndUcllKZGdwQ0FSXzlWeGEzc2E2LVFjZERwdkJJY0tuQkpWREtOaGJLcWFyMzNIUENPclN0azRQUkI4SHJFeEJXQzVVcjFkUlhHazF4cmZxeEhLaVBCOFdOVVVpSlJTMWh4LXgwNmJKVmlBZXRjSktPa2tZa2dhcXFxcldicVHSAfMBQVVfeXFMTW1TdFRaRlVlSXFVdHR4aUM3UEVfOVlfZlNaZGhKTnowWU9KLUkxYldnS0JzeTdwOVFjRG9aOGFFdkI3OS1TakpMNW5EcktsV3BvbV95OE9zb2VqS3huQjZiazBVR09VOGY5RW9pZm5rM2I5aGJ3VHJZSmRncENBUl85VnhhM3NhNi1RY2REcHZCSWNLbkJKVkRLTmhiS3FhcjMzSFBDT3JTdGs0UFJCOEhyRXhCV0M1VXIxZFJYR2sxeHJmcXhIS2lQQjhXTlVVaUpSUzFoeC14MDZiSlZpQWV0Y0pLT2trWWtnYXFxcXJXYnFR?oc=5
2026-04-13 08:08,EXTRANJERIA,"Notas al Dictamen del Consejo de Estado, de 9 de abril de 2026 sobre el Real Decreto de reforma del Reglamento de extranjería (regularización de personas migrantes en situación irregular), y apuntes sobre otros asuntos de interés jurídico y social.",https://news.google.com/rss/articles/CBMikgFBVV95cUxOQzk0Ni14LWVtVVM2bk5sVUQ1Nm12U25IY1VNTkdRNzhPNXUtYlV0OWU1cHVYX1dMcnBINW1ZRDBkSnBtZm0tNEd5NFpydjdiX2ktY0JpMjhQLTI1WTZJaTNMWEVDeWtDNHRsTFRzckluVmdoaUhueVRIMWcxM0h4Q3J0Y1llVlV3c0J4Mnh0XzdJUQ?oc=5
2026-04-13 09:23,EXTRANJERIA,Agenda Demócrata: REGULARIZACIÓN MIGRANTES,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQbWtLX05LN2VEcWFKeGQyZklXNG5VTER4czNZcVlhNmpDWnhMZHl4LXJKZWZuQlNBSVBLcXhTTDlEOW5PVlZNcnhRZFM3b1AtejQ4cDMxY0x2N0J5bkZzZUY4WXd6VmlLOFJjUWgzbEFKd3lkQXdJcEVyV3ppa3pLb3ZHZF9hZVUyZ0NneXJ2NnFNN2Z6YXBNT3VSeFl5eWJfaHpXcGNwc2VjeWYtemIwYnJ3WTNNZkNUZkZFbWtGWkpTelNWQzBfMzlER25vc2RQZGl6dC02VEtZN1pIaHQ2aWNSbVnSAeoBQVVfeXFMUFhDdmdhbFdJTllyaVBEY21NM1VfREJLajlsMlFWWHlfUjBTQk9hS2F1OGQ1M3hkOFIybTBlTkFyaDN4RFBSa1hWWHliQkF1X0F1cThRUWc2M0V4aHAxb0Ntam9wQkNBcFJHVDMtYWtFc2d6OENVamNNVGRScTk1aU0xSVBrS3hiTDNENWZYNmlIWGs2UExCV0hYUFlkbkN6MlhNa3ptMUluVlFRTmR0QUxYcWdZNWh4Q08yWFlfWk9qemVGX3A5c29jX0RONVZzNERXcnlySGp5SUJIOFF0WXAwcUVZRHRyWUtn?oc=5
2026-04-14 07:50,PENAL,García Ortiz recurre ante el Constitucional la sentencia del Supremo que lo condenó por revelación de secretos,https://news.google.com/rss/articles/CBMi4AFBVV95cUxOQUlPb1dLWHY3clU5Q3ZNYndOTk5fVEliTlA0R2kyVFpxc0hUbkdZRTV2SC1VVnlFTld5S2tyNHFoX1Rpa2pnM1BmMVNvMEFFMFJ2WFFIQ05qZldQVEExWTNXVE5mSWp2SWZjYm5udUhyZXB0ek50Z1ExZ1VSOUhQeWpYRWlGbE1WVm1yNWhGU1JFWUVUVnZTQW1SVUxROERJbjRyejVOVW1uRzcwRjdEaUVQR3FRYW5Bc1JnZUExalRVZ29zbXRUOEM2ejJWMm9HdkpTMTZVaW1aRzBwTVlwStIB4AFBVV95cUxOQUlPb1dLWHY3clU5Q3ZNYndOTk5fVEliTlA0R2kyVFpxc0hUbkdZRTV2SC1VVnlFTld5S2tyNHFoX1Rpa2pnM1BmMVNvMEFFMFJ2WFFIQ05qZldQVEExWTNXVE5mSWp2SWZjYm5udUhyZXB0ek50Z1ExZ1VSOUhQeWpYRWlGbE1WVm1yNWhGU1JFWUVUVnZTQW1SVUxROERJbjRyejVOVW1uRzcwRjdEaUVQR3FRYW5Bc1JnZUExalRVZ29zbXRUOEM2ejJWMm9HdkpTMTZVaW1aRzBwTVlwSg?oc=5
